"EMFAC2017 (v1.0.2) Emissions Inventory"
"Region Type: County"
"Region: TEHAMA"
"Calendar Year: 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019"
"Season: Annual"
"Vehicle Classification: EMFAC2007 Categories"
"Units: miles/day for VMT, trips/day for Trips, tons/day for Emissions, 1000 gallons/day for Fuel Consumption"

Region,"Calendar Year","Vehicle Category","Model Year",Speed,Fuel,Population,VMT,Trips,ROG_RUNEX,ROG_IDLEX,ROG_STREX,ROG_TOTEX,ROG_DIURN,ROG_HTSK,ROG_RUNLS,ROG_RESTL,ROG_TOTAL,TOG_RUNEX,TOG_IDLEX,TOG_STREX,TOG_TOTEX,TOG_DIURN,TOG_HTSK,TOG_RUNLS,TOG_RESTL,TOG_TOTAL,CO_RUNEX,CO_IDLEX,CO_STREX,CO_TOTEX,NOx_RUNEX,NOx_IDLEX,NOx_STREX,NOx_TOTEX,CO2_RUNEX,CO2_IDLEX,CO2_STREX,CO2_TOTEX,CH4_RUNEX,CH4_IDLEX,CH4_STREX,CH4_TOTEX,PM10_RUNEX,PM10_IDLEX,PM10_STREX,PM10_TOTEX,PM10_PMTW,PM10_PMBW,PM10_TOTAL,PM2_5_RUNEX,PM2_5_IDLEX,PM2_5_STREX,PM2_5_TOTEX,PM2_5_PMTW,PM2_5_PMBW,PM2_5_TOTAL,SOx_RUNEX,SOx_IDLEX,SOx_STREX,SOx_TOTEX,N2O_RUNEX,N2O_IDLEX,N2O_STREX,N2O_TOTEX,"Fuel Consumption"
TEHAMA,2001,HHDT,Aggregated,Aggregated,GAS,40.19045268603903,1543.8389939064382,804.1305773422689,0.010732983077338139,0,0,0.010732983077338139,0.000012271900886141685,0.0010956843885659815,0.006084980898112408,0.000004009575520167622,0.017929929840422836,0.012117578081620735,0,0,0.012117578081620735,0.00001227190505858942,0.0011004038114365024,0.0061111906336137195,0.000004009576883423766,0.01934545400861297,0.33170190262822874,0,0.002144220571643542,0.3338461231998723,0.04104545899166801,0,0.00010216391498472418,0.041147622906652734,4.437613797224162,0,0.12197414266634073,4.559587939890503,0.0012684889876609772,0,0,0.0012684889876609772,0.000027040432254593256,0,0.000009965918924592928,0.000037006351179186186,0.00003403582370458387,0.00010506858777605042,0.0001761107626598205,0.000025532186854219044,0,0.000009494346498384819,0.00003502653335260386,0.000008508955926145968,0.00004502939476116448,0.00008856488403991431,0.00006255561142397577,0,0.0000017194301760060906,0.00006427504159998186,0.0009200688716414177,0,0.000004452097190029163,0.0009245209688314469,0.4674454990898864
TEHAMA,2001,HHDT,Aggregated,Aggregated,DSL,1608.0624894324549,318305.4362743405,17063.527663261975,0.5671484544802322,0.053236348021241914,0,0.6203848025014741,0,0,0,0,0.6203848025014741,0.6456553433545095,0.06060552980276725,0,0.7062608731572767,0,0,0,0,0.7062608731572767,1.4536067912678248,0.2029103680102222,0,1.656517159278047,8.051428935683711,0.42672636021349136,0,8.478155295897203,623.6435534897033,27.248459796121402,0,650.8920132858248,0.026342576785361463,0.0024726904824364042,0,0.028815267267797866,0.25929521751724594,0.008895035797161548,0,0.2681902533144075,0.012581307443470887,0.021576942265552547,0.30234850302343097,0.24807822118601727,0.008510240486016741,0,0.25658846167203403,0.0031453268608677217,0.00924726097095109,0.2689810495038528,0.05484673762340345,0.002396383505797589,0,0.05724312112920104,0.09777121208454914,0.004271855175598915,0,0.10204306726014806,57.85746248274843
TEHAMA,2001,LDA,Aggregated,Aggregated,GAS,38966.364328738506,1451254.7657063792,180073.29699167665,0.4607315705047633,0,0.34282591393085865,0.8035574844356219,0.057767299915352226,0.10666003656309797,0.4455237519393213,0.02408380625962368,1.437592379113017,0.5466513231877099,0,0.3666527412416748,0.9133040644293847,0.057767319556240926,0.10711945153804826,0.44744274887512175,0.02408381444812062,1.5497173988469164,10.15974042504768,0,1.7104845584596071,11.870224983507287,1.355899039049568,0,0.19604381906887178,1.5519428581184398,596.3065199341372,0,18.303767458704513,614.6102873928418,0.07535578477665286,0,0.05596958836734026,0.13132537314399312,0.01817792558202647,0,0.0025682687895485358,0.020746194371575006,0.012797876346168519,0.05879024446521162,0.09233431518295515,0.01676883378318841,0,0.0023774808549553387,0.01914631463814375,0.0031994690865421297,0.025195819056519266,0.047541602781205144,0.008405940817544035,0,0.00025802231042677945,0.008663963127970815,0.07790925499766631,0,0.012560695301341747,0.09046995029900806,63.009380743081984
TEHAMA,2001,LDA,Aggregated,Aggregated,DSL,355.6654271674126,8587.190339042341,1465.5054689576589,0.0035030966229447655,0,0,0.0035030966229447655,0,0,0,0,0.0035030966229447655,0.00398804260353457,0,0,0.00398804260353457,0,0,0,0,0.00398804260353457,0.016866929539528286,0,0,0.016866929539528286,0.016286437321954582,0,0,0.016286437321954582,3.411528729634448,0,0,3.411528729634448,0.000162712142212253,0,0,0.000162712142212253,0.0028116486368388,0,0,0.0028116486368388,0.000075726056318296,0.00034786657121217213,0.003235241264369268,0.0026900179614021114,0,0,0.0026900179614021114,0.000018931514079574,0.00014908567337664524,0.0028580351488583307,0.00030022258026144534,0,0,0.00030022258026144534,0.0005348396485319059,0,0,0.0005348396485319059,0.30324906659588574
TEHAMA,2001,LDA,Aggregated,Aggregated,ELEC,1.6774094009854632,48.16952199355957,8.021091396580955,0,0,0,0,0.0000000373758203316884,0.00000004336809229694025,0,0.00000001013722994092187,0.00000009088114256955052,0,0,0,0,0.00000003737583303947166,0.00000004355489094879008,0,0.000000010137233387581228,0.00000009106795737584297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000004247824714825743,0.0000019513444783730757,0.00000237612694985565,0,0,0,0,0.00000010619561787064357,0.0000008362904907313181,0.0000009424861086019617,0,0,0,0,0,0,0,0,0
TEHAMA,2001,LDT1,Aggregated,Aggregated,GAS,8830.542805880927,265522.9900146923,37995.06891152055,0.25566317782069786,0,0.0990747169469068,0.35473789476760464,0.02113157963220806,0.046749027696750135,0.1762217838694388,0.0100917244056265,0.6089320103716281,0.2893416703041239,0,0.10627179884059906,0.39561346914472295,0.02113158681694759,0.04695038899457369,0.1769808209842834,0.010091727836813974,0.6507679937773416,4.854826278669756,0,0.6098764650970842,5.46470274376684,0.5376561780396363,0,0.054132460452275453,0.5917886384919118,130.2004016148778,0,5.268589767155483,135.46899138203327,0.03426683613406214,0,0.014497238534627057,0.04876407466868919,0.00539713795578386,0,0.0008749875862886408,0.0062721255420725005,0.002341511961629268,0.010756320573734452,0.01936995807743622,0.00502371771517055,0,0.0008182737494173524,0.005841991464587902,0.000585377990407317,0.0046098516744576224,0.01103722112945284,0.0018353930970199887,0,0.00007426961184244423,0.0019096627088624328,0.02412209392559707,0,0.002749389185261657,0.026871483110858727,13.888178300888036
TEHAMA,2001,LDT1,Aggregated,Aggregated,DSL,62.630984447914,1554.7080978840136,260.7299259667491,0.0005057904392465478,0,0,0.0005057904392465478,0,0,0,0,0.0005057904392465478,0.0005758087878489844,0,0,0.0005758087878489844,0,0,0,0,0.0005758087878489844,0.002978258254474022,0,0,0.002978258254474022,0.0027579301648608403,0,0,0.0027579301648608403,0.736916107432278,0,0,0.736916107432278,0.000023492999120047338,0,0,0.000023492999120047338,0.00046431898013397915,0,0,0.00046431898013397915,0.000013710178571866308,0.00006298113281451085,0.0005410102915203563,0.0004442327465869357,0,0,0.0004442327465869357,0.000003427544642966577,0.000026991914063361795,0.0004746522052932641,0.00006485035675875584,0,0,0.00006485035675875584,0.0001155294248214676,0,0,0.0001155294248214676,0.06550410078541444
TEHAMA,2001,LDT1,Aggregated,Aggregated,ELEC,1.708804309170625,52.34451834245227,8.38223836018378,0,0,0,0,0.000000038075357634250965,0.00000004532072618127215,0,0.000000010326961441806591,0.0000000937230452573297,0,0,0,0,0.000000038075370579877,0.00000004551593538008937,0,0.000000010326964952974685,0.00000009391827091294106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000046159963707019374,0.000002120473332791203,0.000002582072969861397,0,0,0,0,0.00000011539990926754843,0.0000009087742854819443,0.0000010241741947494927,0,0,0,0,0,0,0,0,0
TEHAMA,2001,LDT2,Aggregated,Aggregated,GAS,14779.499207208224,553739.3666713256,68810.2472181944,0.21915819013693388,0,0.15307852712572284,0.3722367172626567,0.021086455806379585,0.039900461005433666,0.1511516478942045,0.008901783120458764,0.5932770650891332,0.2589467516102502,0,0.16367401784781282,0.42262076945806304,0.02108646297577702,0.04007232358755899,0.1518027008355742,0.008901786147066063,0.6444840430040393,5.11469675271031,0,0.7971343002228883,5.9118310529331985,0.9301940686051674,0,0.13513493320394598,1.0653290018091135,314.1010552756878,0,9.248448276748558,323.3495035524364,0.034642694758082085,0,0.024640538129252817,0.059283232887334905,0.006824243796574548,0,0.0009003228349162612,0.00772456663149081,0.004883145337487273,0.02243194889408216,0.03503966086306024,0.006305195377356541,0,0.0008342128547690509,0.007139408232125592,0.0012207863343718182,0.00961369238317807,0.01797388694967548,0.0044277813391461595,0,0.0001303723945145731,0.0045581537336607325,0.045383114984565216,0,0.007264081613496447,0.05264719659806166,33.14954598115843
TEHAMA,2001,LDT2,Aggregated,Aggregated,DSL,2.7088043091706253,65.26192585626728,11.13438214869625,0.00002401685566886512,0,0,0.00002401685566886512,0,0,0,0,0.00002401685566886512,0.000027341593429946623,0,0,0.000027341593429946623,0,0,0,0,0.000027341593429946623,0.00011313976152193673,0,0,0.00011313976152193673,0.00012885992659066004,0,0,0.00012885992659066004,0.036644613459073404,0,0,0.036644613459073404,0.0000011155370392834163,0,0,0.0000011155370392834163,0.000020634996558885116,0,0,0.000020634996558885116,0.0000005755116723525776,0.0000026437567448696536,0.000023854264976107346,0.000019742335741951444,0,0,0.000019742335741951444,0.0000001438779180881444,0.000001133038604944137,0.000021019252264983723,0.0000032248124747714333,0,0,0.0000032248124747714333,0.0000057449295422285495,0,0,0.0000057449295422285495,0.003257321191729128
