"EMFAC2017 (v1.0.2) Emissions Inventory"
"Region Type: County"
"Region: NEVADA"
"Calendar Year: 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019"
"Season: Annual"
"Vehicle Classification: EMFAC2007 Categories"
"Units: miles/day for VMT, trips/day for Trips, tons/day for Emissions, 1000 gallons/day for Fuel Consumption"

Region,"Calendar Year","Vehicle Category","Model Year",Speed,Fuel,Population,VMT,Trips,ROG_RUNEX,ROG_IDLEX,ROG_STREX,ROG_TOTEX,ROG_DIURN,ROG_HTSK,ROG_RUNLS,ROG_RESTL,ROG_TOTAL,TOG_RUNEX,TOG_IDLEX,TOG_STREX,TOG_TOTEX,TOG_DIURN,TOG_HTSK,TOG_RUNLS,TOG_RESTL,TOG_TOTAL,CO_RUNEX,CO_IDLEX,CO_STREX,CO_TOTEX,NOx_RUNEX,NOx_IDLEX,NOx_STREX,NOx_TOTEX,CO2_RUNEX,CO2_IDLEX,CO2_STREX,CO2_TOTEX,CH4_RUNEX,CH4_IDLEX,CH4_STREX,CH4_TOTEX,PM10_RUNEX,PM10_IDLEX,PM10_STREX,PM10_TOTEX,PM10_PMTW,PM10_PMBW,PM10_TOTAL,PM2_5_RUNEX,PM2_5_IDLEX,PM2_5_STREX,PM2_5_TOTEX,PM2_5_PMTW,PM2_5_PMBW,PM2_5_TOTAL,SOx_RUNEX,SOx_IDLEX,SOx_STREX,SOx_TOTEX,N2O_RUNEX,N2O_IDLEX,N2O_STREX,N2O_TOTEX,"Fuel Consumption"
NEVADA,2001,HHDT,Aggregated,Aggregated,GAS,28.319095554158746,1447.4977856468593,566.6084638476085,0.007967830241762319,0,0,0.007967830241762319,0.000005678541249032418,0.000580495577501366,0.003565577242334471,0.0000018737371934726883,0.01212145534004066,0.009250216220541186,0,0,0.009250216220541186,0.000005678543179737106,0.0005829959363029383,0.003580935192999538,0.0000018737378305435529,0.013421699630853946,0.2307594211493183,0,0.0017043179482356394,0.23246373909755394,0.03545908494121585,0,0.0005499197559937202,0.03600900469720957,4.025016454199546,0,0.07264540538609408,4.09766185958564,0.000999595302752813,0,0,0.000999595302752813,0.00001824046672484049,0,0.000005544514484354317,0.000023784981209194805,0.000031911863633130756,0.00009851192303547462,0.0001542087678778002,0.000017112243432084665,0,0.000005275785927445553,0.000022388029359530218,0.000007977965908282689,0.00004221939558663199,0.0000725853908544449,0.00005673935966250934,0,0.0000010240588655804889,0.00005776341852808983,0.0007841205416669024,0,0.00002132527783090309,0.0008054458194978056,0.42008918751144875
NEVADA,2001,HHDT,Aggregated,Aggregated,DSL,868.3161151899851,167274.18489600692,9049.543111761397,0.2968055638895037,0.0305289697906243,0,0.327334533680128,0,0,0,0,0.327334533680128,0.3378905412661849,0.0347549082021028,0,0.3726454494682877,0,0,0,0,0.3726454494682877,0.7835730689387265,0.11443162167682012,0,0.8980046906155466,4.219214717691615,0.23721368830541284,0,4.456428405997028,331.47688054778325,15.239582090181644,0,346.7164626379649,0.013785849710632075,0.001417991576164174,0,0.015203841286796249,0.13938818610625353,0.005151369311772967,0,0.1445395554180265,0.0065854289694762085,0.011294010682651704,0.1624189950701544,0.13335831487630498,0.004928523355629876,0,0.13828683823193486,0.0016463572423690521,0.004840290292565013,0.14477348576686894,0.029151949689685475,0.0013402549512673036,0,0.03049220464095278,0.05196701899316131,0.0023891731170498577,0,0.054356192110211164,30.819451337188717
NEVADA,2001,LDA,Aggregated,Aggregated,GAS,35963.95111489546,1294698.5194801718,165816.407219231,0.3766080417488911,0,0.3352012212224301,0.7118092629713213,0.04404523468192909,0.09571271795351953,0.42937467630010545,0.01533935569516288,1.2962812476020382,0.44628097046375664,0,0.35857732045087587,0.8048582909146325,0.04404524965731403,0.09612497972782548,0.4312241145950193,0.015339360910545597,1.391591995805337,8.693218119552592,0,1.6788463838437089,10.3720645033963,1.2066807985645616,0,0.18654899016932466,1.3932297887338863,508.91697069284464,0,17.19915593817009,526.1161266310147,0.061403618619863896,0,0.054498846072483495,0.11590246469234738,0.014597638587298201,0,0.0023918357220662594,0.016989474309364462,0.011417286578080417,0.05244816021805692,0.0808549211055018,0.013467281626982554,0,0.0022161425211424746,0.015683424148125027,0.0028543216445201043,0.022477782950595823,0.04101552874324095,0.00717403850818258,0,0.0002424509578462052,0.007416489466028785,0.06920958924556755,0,0.01186536452187796,0.08107495376744552,53.93702646695273
NEVADA,2001,LDA,Aggregated,Aggregated,DSL,346.4719093762845,8703.537199001237,1448.4880194831985,0.003038532517020104,0,0,0.003038532517020104,0,0,0,0,0.003038532517020104,0.00345916725525968,0,0,0.00345916725525968,0,0,0,0,0.00345916725525968,0.015790761683730583,0,0,0.015790761683730583,0.01632483085253888,0,0,0.01632483085253888,3.191199249808952,0,0,3.191199249808952,0.00014113402747376226,0,0,0.00014113402747376226,0.0023978522858019886,0,0,0.0023978522858019886,0.00007675205999608183,0.0003525797756070008,0.0028271841214050713,0.0022941222573417417,0,0,0.0022941222573417417,0.000019188014999020458,0.00015110561811728607,0.002464415890458048,0.00028083306600460356,0,0,0.00028083306600460356,0.0005002976731038659,0,0,0.0005002976731038659,0.28366409035920653
NEVADA,2001,LDA,Aggregated,Aggregated,ELEC,1.2407567242803192,22.29218380618649,5.138168415899753,0,0,0,0,0.000000021364590999633865,0.000000027780828204120435,0,0.0000000047606169607629274,0.00000005390603616451722,0,0,0,0,0.000000021364598263597306,0.00000002790048809647331,0,0.00000000476061857937325,0.000000054025704939443866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000019658341083811865,0.0000009030550435376076,0.0000010996384543757262,0,0,0,0,0.00000004914585270952966,0.0000003870235900875461,0.00000043616944279707575,0,0,0,0,0,0,0,0,0
NEVADA,2001,LDT1,Aggregated,Aggregated,GAS,10938.495104449987,336478.17586902337,47440.175236326,0.28628565494707753,0,0.1270687309471733,0.41335438589425083,0.02043529891711215,0.05190258447616913,0.19965042756928447,0.008040505494137862,0.6933832023509544,0.32553239578290794,0,0.13621752210205532,0.4617499178849632,0.02043530586511618,0.05212614360211104,0.20051037848563635,0.008040508227910668,0.7428622540657375,5.8543042132534575,0,0.7967511992115421,6.651055412464999,0.6839361726709541,0,0.06906056272999594,0.75299673540095,157.9667178128252,0,6.523359009576439,164.49007682240165,0.03909330651763652,0,0.01890578840960195,0.05799909492723847,0.006335792991308051,0,0.0010535634379063364,0.007389356429214388,0.0029672295931170395,0.013630710943381402,0.023987296965712827,0.005890519672971565,0,0.000983404077269076,0.006873923750240641,0.0007418073982792599,0.005841733261449172,0.013457464409969073,0.0022268059071749733,0,0.00009195768943151722,0.0023187635966064905,0.03081545208250189,0,0.0035339579071358355,0.03434940998963772,16.863397980087598
NEVADA,2001,LDT1,Aggregated,Aggregated,DSL,43.38232459285863,1165.314176476763,181.7154481322721,0.0003504183185399742,0,0,0.0003504183185399742,0,0,0,0,0.0003504183185399742,0.000398927958264998,0,0,0.000398927958264998,0,0,0,0,0.000398927958264998,0.0019830570945736188,0,0,0.0019830570945736188,0.0021578511595500218,0,0,0.0021578511595500218,0.5370756485433927,0,0,0.5370756485433927,0.000016276261096139878,0,0,0.000016276261096139878,0.00031181667285841766,0,0,0.00031181667285841766,0.000010276311980086987,0.00004720680815852463,0.0003692997929970293,0.0002983276216180637,0,0,0.0002983276216180637,0.0000025690779950217467,0.000020231489210796262,0.0003211281888238817,0.00004726392470350497,0,0,0.00004726392470350497,0.00008419959902632058,0,0,0.00008419959902632058,0.047740383276682924
NEVADA,2001,LDT1,Aggregated,Aggregated,ELEC,1.1017339020107073,37.68409211900407,5.615556768621933,0,0,0,0,0.000000018970756914932164,0.0000000303619510362533,0,0.00000000422720505762476,0.00000005355991300881022,0,0,0,0,0.000000018970763364991734,0.00000003049272855540885,0,0.0000000042272064948749734,0.00000005369069841527555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000033231680787755817,0.0000015265803361875324,0.0000018588971440650906,0,0,0,0,0.00000008307920196938954,0.0000006542487155089428,0.0000007373279174783324,0,0,0,0,0,0,0,0,0
NEVADA,2001,LDT2,Aggregated,Aggregated,GAS,18787.82653989351,712583.3928793677,88488.16207499662,0.21755675620664103,0,0.19690012247084165,0.4144568786774827,0.019282456962787676,0.03982016874941127,0.16761963969127736,0.006447111526116803,0.6476262556070758,0.25966793517227743,0,0.2104397240998252,0.47010765927210263,0.019282463518825295,0.03999168549005766,0.16834162493571694,0.006447113718135473,0.7041705469348379,5.604789568953517,0,0.9898219374983686,6.594611506451886,1.1343232823630025,0,0.17932904224771748,1.31365232461072,384.95627967185453,0,11.654422245909194,396.6107019177637,0.03586363284266977,0,0.03233482203104777,0.06819845487371753,0.007402643033225555,0,0.0010148446522969215,0.008417487685522477,0.006283909871582433,0.02886671097258179,0.0435681085296867,0.006830032623831343,0,0.0009381806841636065,0.007768213307994949,0.0015709774678956082,0.01237144755967791,0.021710638335568466,0.0054266046003001115,0,0.0001642886340947636,0.0055908932343948755,0.05626712984249913,0,0.009762171341381605,0.06602930118388074,40.66022850011999
NEVADA,2001,LDT2,Aggregated,Aggregated,DSL,5.101733902010707,138.90688029439116,21.50931369316858,0.000040942584336302444,0,0,0.000040942584336302444,0,0,0,0,0.000040942584336302444,0.000046610410218923564,0,0,0.000046610410218923564,0,0,0,0,0.000046610410218923564,0.0002663102904540942,0,0,0.0002663102904540942,0.00023410659924157098,0,0,0.00023410659924157098,0.07151737920022717,0,0,0.07151737920022717,0.0000019017047835424916,0,0,0.0000019017047835424916,0.00003699074034955718,0,0,0.00003699074034955718,0.0000012249490025098185,0.000005627109480279476,0.000043842798832346474,0.00003539053729620612,0,0,0.00003539053729620612,0.00000030623725062745464,0.0000024116183486912055,0.000038108392895524785,0.000006293698168366036,0,0,0.000006293698168366036,0.000011212079096127423,0,0,0.000011212079096127423,0.006357143734262724
